gesture,person,trial,imu_ax_mean,imu_ax_std,imu_ax_min,imu_ax_max,imu_ax_energy,imu_ay_mean,imu_ay_std,imu_ay_min,imu_ay_max,imu_ay_energy,imu_az_mean,imu_az_std,imu_az_min,imu_az_max,imu_az_energy,imu_gx_mean,imu_gx_std,imu_gx_min,imu_gx_max,imu_gx_energy,imu_gy_mean,imu_gy_std,imu_gy_min,imu_gy_max,imu_gy_energy,imu_gz_mean,imu_gz_std,imu_gz_min,imu_gz_max,imu_gz_energy
bye_bye,nav,11,-0.0344756871035941,0.7659126462956504,-0.909,1.404,278.034487,-0.1601522198731501,0.5565446953936038,-1.421,1.201,158.639816,-0.3650782241014799,0.5060739070311951,-1.8,0.843,184.182846,-3.6638054968287537,64.07819895149233,-208.35,200.42,1948494.6714,22.853128964059195,126.52576950810304,-336.07,268.23,7819179.9585,-25.463763213530655,92.7081994852676,-254.62,141.21,4372039.9802
bye_bye,nav,12,0.5279635974304068,0.4907955661516127,-0.866,1.077,242.665271,0.0368586723768736,0.6026372531028591,-1.881,1.04,170.23561299999997,-0.459051391862955,0.5000547695197757,-1.49,0.539,215.185639,-4.432890792291219,50.64847227598987,-195.59,158.79,1207156.8295999998,26.004496788008566,103.5593856087365,-190.4,208.23,5324164.353800001,-23.714368308351176,99.24780672756783,-266.76,138.77,4862636.7549
bye_bye,nav,13,0.5260491452991453,0.5208644726479152,-0.859,1.139,256.476871,-0.0188205128205128,0.5671421438881932,-1.308,1.242,150.69807,-0.3977307692307691,0.670448144034704,-2.226,0.839,284.399144,12.75147435897436,50.35513064453289,-106.3,185.58,1262775.9833,16.857820512820513,145.38030845579752,-363.78,251.5,10024382.2532,-27.15570512820513,102.74877608050257,-257.12,151.07,5285939.867699999
bye_bye,nav,14,0.4864141630901287,0.594144238109935,-1.743,1.142,274.756449,-0.0930944206008583,0.5427595517343875,-1.725,1.086,141.316598,-0.3609227467811158,0.603757954690191,-1.55,0.758,230.571626,0.6198927038626615,59.48139251898085,-268.17,176.31,1648903.8705000002,13.729163090128758,140.80267879613135,-368.3,253.0,9326470.0723,0.7012446351931305,129.3193330454084,-275.92,404.89,7793375.445799999
bye_bye,nav,15,0.5818269230769231,0.5606033436693609,-0.923,1.25,305.509781,-0.0225128205128205,0.5245132153563891,-1.502,0.894,128.99059999999997,-0.3009273504273504,0.5942973038137815,-1.37,0.977,207.673388,0.9586111111111112,40.56709708906198,-119.08,124.36,770612.6850999999,12.380897435897436,119.5372510496659,-251.78,230.08,6759062.3926,-28.258034188034188,98.2908362427443,-307.5,125.31,4895095.1332
bye_bye,nav,16,0.2262660944206008,0.670958936790468,-1.296,1.259,233.644124,-0.0573690987124464,0.5801577566183388,-1.4,1.295,158.381394,-0.4257038626609442,0.7242723492636086,-2.041,0.977,328.900104,12.811952789699568,51.7511590490958,-184.79,142.74,1324525.1263,1.4123175965665238,179.75166489225802,-382.03,337.57,15057697.5434,-1.235321888412017,118.53309306659898,-261.73,237.83,6548055.0002
bye_bye,nav,17,-0.1917584745762711,0.7455526395068555,-1.098,1.342,279.71666400000004,-0.1661080508474576,0.60942139391304,-1.641,1.492,188.321543,-0.2679724576271187,0.5972138216900953,-2.153,1.074,202.239533,-1.0517161016949153,47.754673431560555,-229.96,183.08,1076922.2523,17.744724576271185,132.41796722496514,-386.43,250.04,8424913.6349,-29.01504237288136,113.46493273141252,-301.34,206.55,6474029.2398
bye_bye,nav,18,0.4736316916488222,0.5409101827522396,-0.881,1.309,241.39734600000003,-0.0709957173447537,0.6681896376363629,-1.507,1.319,210.858805,-0.2959036402569593,0.7207601754699643,-1.757,0.969,283.494309,-3.3577730192719493,53.10899945280288,-206.37,167.49,1322469.496,1.3225910064239812,156.53669972687206,-399.46,252.02,11444062.7131,-12.488907922912205,138.2289213466778,-325.11,322.73,8995917.9108
bye_bye,nav,19,0.5874797441364606,0.5770890724698516,-1.0,1.171,318.059032,-0.0281471215351812,0.514746491621559,-1.704,0.909,124.639663,-0.2969360341151385,0.5634705587120158,-1.475,1.128,190.259267,-1.35496801705757,52.32846486601264,-163.37,246.89,1285108.8574,9.231151385927506,102.27312034421834,-202.46,194.22,4945607.4861,-33.93066098081023,98.5173885109057,-355.39,118.99,5091916.8634
bye_bye,nav,20,0.5569081196581196,0.5260608919800286,-0.854,1.155,274.662983,-0.0308824786324786,0.5170798400392853,-1.494,1.087,125.576235,-0.3686730769230769,0.6271157879509733,-1.653,1.326,247.66281499999997,-3.624081196581196,45.04717989467812,-180.43,129.15,955834.9543,13.083995726495724,128.11333209601398,-270.03,239.23,7761413.4647,-27.17388888888889,99.45858323389508,-323.1,150.61,4975041.2476
left,akshat,1,-0.5166758474576271,0.4383044937565244,-0.816,0.518,216.678567,-0.6232754237288136,0.1914940267406866,-1.361,-0.293,200.667126,-0.3565974576271187,0.2459270058308484,-1.54,0.078,88.566948,7.191313559322034,22.651794583450407,-88.17,81.82,266594.4682,21.68377118644068,65.69751211151423,-97.35,243.87,2259156.7424,-6.6710593220339,27.66279707654625,-82.61,50.81,382194.1528
left,akshat,2,0.2337176220806794,0.4362202920459421,-0.999,0.595,115.353585,-0.5413949044585987,0.2076144482563257,-1.273,-0.124,158.355947,-0.643963906581741,0.2618937418698631,-1.143,-0.027,227.623865,20.332186836518044,39.830110046835316,-142.12,174.54,941922.5148,3.2839702760084943,74.76854563732655,-84.72,265.63,2638127.4623,-31.194501061571128,39.37350927741901,-144.29,14.86,1188507.3309000002
left,akshat,3,-0.1039531914893617,0.5611618095811293,-0.811,0.687,153.083156,-0.6533510638297874,0.2022955972558004,-1.349,-0.278,219.861827,-0.4546404255319149,0.2204595501659962,-0.892,0.008,119.991155,21.896127659574464,32.05867484925236,-32.53,142.19,708383.5486000001,9.74563829787234,54.65330047767668,-71.35,144.72,1448521.5379,-4.333319148936168,50.50861545683299,-62.14,153.97,1207852.0084000002
left,akshat,4,-0.0598340425531914,0.569085954423368,-0.94,0.649,153.8963,-0.3309404255319149,0.1789997285859994,-0.792,0.304,66.53435999999999,-0.7334659574468084,0.1983804369822659,-1.268,-0.366,271.343741,19.2273829787234,39.417377113024,-115.57,135.11,904008.2811,0.7614255319148876,68.76998733590567,-130.1,140.14,2223048.7357,0.1245319148936145,41.05957248761856,-80.17,74.86,792374.8804999999
left,akshat,5,-0.0394617021276596,0.4978996669214662,-0.87,0.462,117.246813,-0.5330595744680852,0.2450768890721149,-0.879,0.022,161.78114,-0.6334212765957447,0.2035272295402454,-1.111,-0.263,208.043548,23.19087234042553,33.29191033110508,-43.92,136.63,773698.8911,-1.128574468085105,68.23882384909844,-153.51,153.02,2189171.0575,-13.464212765957448,37.53183849714809,-84.23,77.88,747264.2454
left,akshat,6,0.0097611940298507,0.4438957436658181,-0.885,0.443,92.458056,-0.4544797441364606,0.4412248049248342,-1.346,0.309,188.177417,-0.622191897654584,0.3090208580025314,-1.208,0.091,226.347208,18.596055437100212,57.19342297096336,-145.12,242.38,1696326.5263,-0.2640724946695099,72.32301336430075,-182.2,157.69,2453192.6703,-15.269296375266524,48.29892085097194,-84.51,155.16,1203424.5314
left,akshat,7,-0.0337702127659574,0.4434399985389343,-0.775,0.511,92.956346,-0.514995744680851,0.3653628042169817,-1.035,0.253,187.39398,-0.6054191489361701,0.283288892571867,-1.076,-0.113,209.988923,20.11187234042553,34.97685659003497,-68.7,104.46,765097.9158,-8.332425531914893,74.71949993902577,-120.06,165.23,2656643.5035999995,-11.417659574468084,30.89612689441186,-77.7,57.13,509918.7954
left,akshat,8,-0.0460724946695096,0.4318299819804936,-0.801,0.495,88.45330999999999,-0.5582174840085288,0.318591803643618,-1.054,0.278,193.747416,-0.6317889125799573,0.2759704802603897,-1.155,-0.107,222.92364300000003,13.37362473347548,35.38699903524714,-75.96,138.46,671182.8699,-0.9536247334754804,72.48136501392167,-94.67,186.01,2464340.6492999997,-10.736823027718552,48.442055671809435,-109.13,108.25,1154636.7873
left,akshat,9,-0.1796191489361702,0.5064084022269814,-1.163,0.471,135.694879,-0.514872340425532,0.2833436164441132,-1.514,-0.039,162.32725200000002,-0.6201021276595744,0.3008123720643192,-2.718,-0.176,223.256924,20.54921276595745,64.28337900082136,-122.5,662.53,2140672.7917,1.7962553191489337,83.15060893585144,-181.83,181.46,3251107.6407999997,-11.022297872340422,40.102298637314775,-109.32,90.79,812952.141
left,akshat,10,-0.133505330490405,0.50512604189634,-0.87,0.449,128.02573999999998,-0.4801492537313432,0.2985968520743972,-1.016,0.168,149.940888,-0.6509765458422174,0.2325354398649506,-1.047,-0.183,224.108458,16.55494669509595,35.772655073532796,-53.77,121.49,728708.3331,3.5872068230277177,73.68721766355142,-192.27,163.12,2552614.1528,-7.517867803837953,45.944019303272256,-99.64,122.56,1016497.1144
left,akshat,11,0.0212936170212766,0.435388218746313,-0.785,0.545,89.30767,-0.3690382978723404,0.3726057562586799,-0.994,0.176,129.261428,-0.730927659574468,0.243670686126791,-1.102,-0.182,279.006404,20.504148936170218,36.9517473001076,-41.35,130.56,839350.3234999999,1.360617021276597,68.19627689221538,-126.07,181.92,2186714.2265,-9.142574468085108,47.74343329214029,-125.58,125.16,1110620.3824999998
left,akshat,12,-0.2283901918976546,0.5603327590298174,-0.856,0.507,171.717259,-0.5838464818763327,0.1798767698686216,-1.098,-0.04,175.04598,-0.5466055437100212,0.1829459590566354,-0.982,-0.164,155.82377,22.41287846481876,51.21770904540177,-139.93,271.71,1465902.1044000003,10.769872068230276,63.64348443701266,-151.22,172.22,1954080.6469,4.558400852878465,30.946002876481717,-32.59,128.88,458885.5987
left,akshat,13,0.1271153846153846,0.3865858607244082,-0.768,0.64,77.504052,-0.4645982905982905,0.350820754627516,-1.264,0.11,158.61773,-0.7059444444444445,0.2426468387730853,-1.063,-0.2,260.786002,14.960811965811963,42.00674876821288,-39.12,215.86,930567.8476,-7.489038461538462,69.69801434754059,-128.36,160.68,2299704.6857000003,-28.70282051282051,52.812547688279146,-134.07,174.05,1690892.0022
left,akshat,14,-0.1035425531914893,0.5478637869400474,-0.896,0.6,146.111621,-0.5510510638297872,0.2952441931058053,-1.489,-0.083,183.688412,-0.6044978723404256,0.2924725173409091,-1.216,0.006,211.95019,17.9378085106383,38.33426202755668,-50.81,188.27,841901.8911,2.5716595744680837,80.83630931211084,-176.06,227.06,3074327.498,-6.260765957446807,45.712836190776855,-102.91,153.05,1000564.474
left,akshat,15,-0.0562659574468085,0.5107916420685268,-1.085,0.479,124.114761,-0.441968085106383,0.4185753459749335,-1.644,0.341,174.15432099999998,-0.6962872340425532,0.4076449284725259,-1.503,0.469,305.965441,17.523446808510638,44.680227804143406,-64.7,198.19,1082595.154,1.0149148936170207,90.9129386520668,-186.99,359.78,3885110.4593,-10.622765957446807,65.63774406194175,-235.88,139.81,2077943.603
left,akshat,16,-0.1291617021276596,0.5193943807826497,-1.252,0.468,134.633036,-0.5593808510638297,0.4422752556507969,-3.097,0.238,239.001739,-0.5793404255319149,0.475351694060963,-2.267,0.906,263.94944399999997,21.41904255319149,84.11368869127966,-204.63,870.66,3540927.3643,-4.439404255319148,101.03591303615435,-201.82,281.35,4807143.0956,-7.686127659574467,79.64508575018246,-170.6,315.99,3009135.6339999996
left,akshat,17,0.1974080338266385,0.4332976806077137,-1.034,0.48,107.237052,-0.4458287526427061,0.225713588317802,-1.256,-0.151,118.112783,-0.6828668076109936,0.3064667867007722,-1.242,0.275,264.988302,11.562177589852013,40.19845188758812,-104.19,154.88,827560.5563,6.710042283298096,72.86164416394303,-127.45,274.82,2532368.1447,-20.837589852008456,33.515351335823745,-139.01,52.46,736689.897
left,akshat,18,-0.3958382978723404,0.4587372346432831,-0.95,0.506,172.55007,-0.511404255319149,0.2804948256491281,-1.374,0.301,159.89948,-0.5428,0.2830858271477308,-1.309,0.122,176.14163000000002,-7.793957446808509,26.094485935797017,-97.84,65.95,348583.94539999997,8.067914893617024,45.72442809936536,-92.53,120.4,1013232.8506,-18.584425531914896,47.80455484385272,-138.31,94.0,1236408.478
left,akshat,19,-0.0221577825159914,0.4308137545345423,-0.844,0.476,87.276894,-0.4686886993603411,0.4589354757433224,-1.507,0.276,201.806417,-0.6028848614072495,0.335246126631081,-1.156,-0.033,223.178397,20.98639658848614,48.07480106746576,-61.28,230.45,1290507.5942000002,4.663731343283584,63.52289048950026,-88.35,221.47,1902689.8549,-10.868422174840084,63.8143700761364,-136.23,144.08,1965295.9251
left,akshat,20,-0.1372430703624733,0.5120377998814318,-1.01,0.447,131.797615,-0.4696119402985074,0.3251993561873681,-1.431,0.396,153.03000799999998,-0.6532004264392324,0.2744309140147704,-1.229,-0.181,235.430085,17.235991471215353,54.19388489535604,-239.91,225.56,1516772.5276,-7.521663113006398,55.64803798101038,-142.7,140.2,1478888.1076,-7.904584221748399,59.76144716502297,-94.73,192.24,1704305.2059000002
left,nav,1,0.2743601895734597,0.6241018404317487,-1.111,1.064,196.135734,0.218063981042654,0.2854417432637025,-0.373,0.946,54.450191,0.4138791469194312,0.6090735230533177,-0.72,1.397,228.836465,17.743199052132702,48.99462134086542,-186.96,126.9,1145854.0819,-2.829052132701423,63.697511878257025,-179.75,107.55,1715588.9063999995,36.64841232227488,73.91629652538771,-104.28,253.24,2872437.9575000005
left,nav,2,0.07784,0.4804353298464902,-1.063,0.544,100.67279800000004,0.3783764705882353,0.1556022362209329,-0.296,0.852,71.136844,0.7917129411764706,0.1841241843004081,0.281,1.277,280.80221599999993,24.528917647058822,36.58590688172051,-48.22,166.63,824583.4629,-6.065035294117645,55.637658220784886,-148.78,75.26,1331241.8078,34.48129411764706,63.77906693262177,-99.34,167.58,2234109.8347
left,nav,3,-0.2414142857142857,0.4273099909519398,-1.098,0.475,101.167368,0.2983214285714285,0.2267417642077754,-0.581,0.947,58.971151000000006,0.8271476190476191,0.2077276653951551,0.346,1.322,305.476066,34.73621428571428,54.73724707921677,-101.41,213.35,1765163.7363,5.490095238095237,68.231573486672,-172.92,175.15,1967989.2818,10.39895238095238,86.40295936756982,-149.24,199.35,3180916.0312
left,nav,4,-0.369255980861244,0.4070761646814869,-1.201,0.244,126.26149099999998,0.2130478468899521,0.2939419556796226,-0.835,0.817,55.088746,0.7818779904306221,0.2896513197407195,0.052,1.347,290.606591,32.93272727272728,43.802077808172285,-123.08,143.35,1255331.9762000002,2.9147368421052646,59.8816471516992,-142.16,135.17,1502420.475,17.710909090909094,91.535359560616,-134.92,207.22,3633422.5106
left,nav,5,-0.566677033492823,0.3788034277048725,-1.203,0.121,194.20902700000005,0.2353732057416268,0.2621022380780307,-0.442,1.275,51.873018,0.7181028708133971,0.2667234046443241,0.311,1.439,245.28787900000003,42.689114832535886,54.880734014432505,-77.58,253.76,2020718.7953,6.752631578947369,67.17956376259944,-192.85,119.72,1905533.181,19.697703349282296,84.71836022562462,-126.77,185.03,3162253.632
left,nav,6,-0.5108181818181818,0.3757079129345964,-1.207,0.233,168.07431000000005,0.2758253588516746,0.2889997940894126,-0.322,0.953,66.713013,0.7368708133971292,0.2439470343325072,0.313,1.378,251.840298,34.18478468899522,50.31806542116619,-74.4,177.62,1546812.0146,11.812344497607656,67.21035235647349,-207.92,107.3,1946526.9116,8.770143540669853,95.08168032776182,-178.87,160.31,3811090.485
left,nav,7,-0.5433436754176612,0.3826652185353486,-1.199,0.123,185.053453,0.2221097852028639,0.2970956426519414,-0.451,0.781,57.653804,0.7044224343675418,0.2860908455494519,0.292,1.587,242.20669499999997,34.63849642004774,59.42611482368317,-141.0,227.48,1982409.9055,7.123460620525063,68.27787546489887,-167.7,131.96,1974584.4151,21.738973747016704,94.96741185386314,-139.53,238.96,3976893.3711
left,nav,8,-0.4940501193317422,0.3757632993706593,-0.957,0.797,161.433819,0.3148878281622911,0.2367218327086948,-0.226,0.854,65.02526799999998,0.7267374701670644,0.2423322396455801,0.244,1.172,245.899479,46.735393794749406,53.704812249324,-41.2,188.45,2123661.2306999997,9.139809069212408,67.87343809627512,-170.11,139.87,1965252.338,10.72439140811455,88.97045287494502,-130.5,182.32,3364885.9494000003
left,nav,9,-0.5194486873508353,0.3721175541375632,-1.235,0.149,171.077035,0.3170286396181384,0.2493438628646566,-0.19,0.786,68.162719,0.7068782816229118,0.2232946659857053,0.333,1.203,230.256176,40.1645584725537,60.19415588616567,-43.52,323.47,2194105.2991000004,8.393866348448691,66.05436805923804,-152.07,111.88,1857693.7069,13.993651551312658,91.93633708778935,-164.8,204.9,3623559.079199999
left,nav,10,-0.4744976076555024,0.3641221550169407,-1.096,0.162,149.532362,0.2644090909090909,0.3008873521325484,-1.042,0.838,67.066163,0.7502105263157894,0.2304344216134306,0.373,1.235,257.452828,42.81196172248804,59.51770186981823,-122.47,229.83,2246842.3372,16.429186602870814,71.27403675006342,-184.67,134.56,2236260.9116,9.598588516746414,93.8079953396005,-132.54,227.12,3716886.4685
left,nav,11,-0.5779428571428571,0.3616589376897581,-1.238,0.119,195.222356,0.2924452380952381,0.1985410101601669,-0.22,0.835,52.475955000000006,0.6894309523809523,0.2391428791768589,0.321,1.299,223.651829,36.67976190476191,41.29489745881187,-34.39,170.02,1281282.8656,-4.765357142857145,55.00565688758161,-170.14,120.85,1280298.9857,10.171476190476197,86.35511021750828,-183.69,163.12,3175478.8752
left,nav,12,-0.4241172248803828,0.4370782430693016,-1.452,0.177,155.04155500000002,0.287133971291866,0.2609121215308725,-0.749,0.924,62.9178,0.7321244019138755,0.249424224674163,0.056,1.154,250.05536800000004,37.90299043062201,68.7096273587263,-288.55,230.57,2573897.5225,7.685502392344498,68.20555726955797,-223.79,125.25,1969225.1656000004,7.207320574162679,88.63032083215714,-181.04,127.26,3305242.7226
left,nav,13,-0.4065966587112171,0.4014508854759898,-1.031,0.418,136.796652,0.2999331742243437,0.2278021381595605,-0.368,0.887,59.436710000000005,0.7557231503579953,0.2667036554343718,0.188,1.27,269.102046,35.1499522673031,49.48723276442419,-83.56,234.17,1543807.7421,4.838496420047739,63.02657671712451,-153.45,91.43,1674223.6161,15.487398568019088,90.48886360448252,-135.17,200.38,3531371.3653999995
left,nav,14,-0.4156244019138757,0.3949817754595982,-0.993,0.382,137.419275,0.3599760765550239,0.307208732247792,-0.406,1.804,93.615272,0.721956937799043,0.2664031607895469,0.253,1.826,247.53645,36.707033492822966,63.22140022352999,-141.03,282.85,2233939.0332000004,3.0743062200956905,65.01250400247463,-154.67,146.61,1770680.2007999998,12.143253588516744,89.6559945929309,-179.85,200.78,3421604.1972000003
left,nav,15,-0.4511199040767386,0.3838297484443826,-1.015,0.085,146.297963,0.2745779376498801,0.2103637463923532,-0.564,0.699,49.892361,0.7460047961630696,0.1895662092748055,0.304,1.148,247.055196,45.26942446043166,56.307856543662325,-124.3,197.12,2176696.4233,7.180311750599521,61.25706938226225,-147.86,117.31,1586261.9227,3.153549160671469,70.20716928532396,-125.34,119.57,2059559.4519
left,nav,16,-0.3209401913875598,0.4471320772535272,-1.045,0.507,126.624615,0.3315478468899521,0.2109669555241183,-0.181,1.374,64.552171,0.7625358851674642,0.2181252765546977,0.334,1.17,262.938558,38.65839712918661,56.156630727844885,-110.32,213.93,1942880.2365,15.302751196172249,67.60017769037765,-155.89,116.89,2008054.5351,14.588157894736844,79.25883878504666,-111.3,194.68,2714817.1523
left,nav,17,-0.3902685851318945,0.4087555833291997,-1.006,0.246,133.18592,0.3207026378896883,0.2299906531679065,-0.159,0.858,64.946033,0.7378489208633093,0.2276287286050806,0.25,1.325,248.630357,43.71832134292566,57.148745496383455,-59.97,226.45,2158921.8956,15.136714628297362,62.75289308394772,-136.66,138.49,1737658.0653,15.10995203836931,77.11624685819521,-105.62,151.59,2575069.3170999996
left,nav,18,-0.4013794749403341,0.3892428997379182,-1.064,0.204,130.985902,0.2986109785202864,0.2206692769913225,-0.268,0.814,57.76478399999999,0.7653747016706444,0.2212028096288098,0.36,1.252,265.95149999999995,35.15923627684965,50.16770078250907,-78.62,172.0,1572494.4708,10.126109785202866,57.83484943328927,-175.18,88.02,1444463.9136,16.226109785202862,93.5258463575437,-127.41,187.57,3775345.2712
left,nav,19,-0.5106420047732697,0.3691670308416233,-1.378,0.229,166.35957299999998,0.2467326968973747,0.3797661008009373,-0.868,1.31,85.93661300000001,0.7986992840095465,0.2958833468040321,0.186,1.751,303.97088299999996,45.07684964200477,48.40612550345905,-110.32,192.85,1833156.5758,25.05792362768496,76.54715198849827,-201.42,191.69,2718206.3599,11.85329355608592,113.28390889254082,-149.94,286.97,5435998.979900001
left,nav,20,-0.6538744075829384,0.3235943804967942,-1.033,0.128,224.615857,0.1874241706161137,0.3004486103689837,-0.559,1.017,52.917613,0.6728696682464456,0.303751558152357,0.024,1.383,229.997849,32.80815165876777,42.40404525431042,-109.62,176.15,1213029.6608,5.626587677725113,72.15399959496611,-188.97,165.35,2210376.1378,23.21023696682464,93.73350942202816,-141.12,274.97,3935017.445
one_arm_boxing,nav,1,0.0076279069767441,1.1863762300472818,-4.0,2.671,665.76961,-0.2744587737843552,0.5041434270358421,-3.939,1.426,155.847925,-0.4427082452431289,0.2685701066652288,-2.416,0.456,126.820993,1.3266596194503175,94.53645996118092,-236.06,313.88,4228100.7820999995,-6.181035940803383,39.33630565904044,-129.52,86.61,749965.2201,-1.028562367864694,153.1033391125245,-410.14,555.07,11087919.5535
one_arm_boxing,nav,2,0.4867974413646055,1.11836853051998,-4.0,2.019,697.7406420000001,-0.4228784648187633,0.71913911763792,-3.958,1.054,326.418028,-0.4441215351812367,0.2579026364296948,-1.842,1.022,123.702365,1.191812366737738,113.72644370497754,-318.31,271.13,6066573.3504,-6.545181236673774,38.54421088807256,-184.67,93.97,716864.4319000001,-14.31377398720682,183.5916890990061,-251.72,647.36,15904161.650600003
one_arm_boxing,nav,3,0.4684453961456102,1.2273159372220823,-4.0,2.87,805.923148,-0.4616638115631691,0.7434891269131975,-4.0,1.622,357.679763,-0.3867516059957173,0.2708424369750531,-1.516,0.379,104.109445,0.2254603854389716,117.365125818562,-354.26,452.56,6432749.2169,-9.536381156316915,41.88990860329754,-264.99,95.8,861945.1729,7.51423982869379,194.1649185626468,-289.86,679.4,17632275.8801
one_arm_boxing,nav,4,0.4745481798715203,1.2474533472937646,-4.0,3.084,831.883832,-0.3766231263383298,0.6771716903586581,-4.0,1.454,280.389825,-0.4782997858672376,0.3268981598547816,-2.123,1.157,156.740654,-4.791541755888654,115.28651896661133,-265.82,501.21,6217610.1331,-9.006359743040683,53.52100913537079,-181.95,112.77,1375601.2405,5.047451820128478,194.60471747170823,-326.52,661.98,17697652.8126
one_arm_boxing,nav,5,0.5268094218415417,1.3083916062752827,-4.0,2.641,929.057628,-0.3573511777301927,0.8840219851622577,-4.0,1.903,424.593941,-0.4485524625267665,0.3577003263612527,-2.792,0.827,153.712506,3.1010706638115626,135.8925104637429,-772.21,654.13,8628474.615400001,-11.234839400428266,51.647294069653334,-211.92,140.26,1304641.3687,-0.2294004282655243,215.35836871118937,-402.36,925.63,21659123.5725
